Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
25,4,1,885,3,2,2,1,1,12,3,1,0,5,1,4,5,2,0,3,4256
49,1,3,887,3,3,1,1,2,16,3,2,1,7,2,3,4,2,0,2,3580
24,4,1,888,1,2,1,4,0,17,3,4,0,6,2,2,5,2,3,4,3162
32,5,2,889,2,3,2,2,1,14,3,4,1,10,3,3,10,8,5,3,6524
38,9,3,893,2,2,1,2,0,19,3,4,1,3,3,3,2,2,1,2,2899
42,3,3,894,3,4,2,4,2,13,3,2,1,17,1,2,5,3,1,3,5231
31,11,4,895,4,3,1,4,3,19,3,2,1,8,2,3,6,4,0,2,2356
29,1,3,896,2,2,1,3,6,19,3,3,3,5,3,3,3,2,0,2,2800
53,8,3,897,1,3,4,4,5,14,3,3,1,28,3,3,2,0,2,2,11836
35,25,3,899,4,2,3,2,3,16,3,1,0,16,2,3,13,10,4,8,10903
37,21,2,900,3,3,1,4,5,15,3,2,1,10,3,3,5,4,0,0,2973
53,23,4,901,4,3,4,4,6,18,3,3,0,33,0,3,12,9,3,8,14275
43,1,3,902,4,3,2,4,4,13,3,2,1,12,2,2,5,2,2,2,5562
47,2,2,903,3,3,2,4,0,22,4,1,1,8,2,3,7,6,7,7,4537
37,19,2,904,1,3,3,2,1,13,3,4,0,10,2,3,10,0,0,9,7642
50,2,4,905,1,3,4,1,1,11,3,4,1,31,3,3,31,6,14,7,17924
39,2,3,909,4,2,2,4,8,11,3,3,2,13,2,3,5,4,0,4,5204
33,3,2,910,4,3,1,2,3,11,3,3,1,7,4,4,4,3,0,3,2277
32,25,4,911,1,3,1,4,1,24,4,3,0,1,2,1,1,0,0,1,2795
29,7,1,912,1,2,1,4,6,14,3,3,3,8,5,3,4,3,0,3,2532
44,9,2,913,2,3,1,1,1,13,3,4,0,8,0,3,8,7,7,1,2559
28,5,4,916,1,3,2,4,1,14,3,2,0,4,3,3,4,2,0,2,4908
58,2,1,918,4,2,1,4,9,14,3,4,1,3,3,2,1,0,0,0,2380
43,8,3,920,1,3,2,2,4,21,4,3,1,4,2,4,1,0,0,0,4765
20,2,3,922,3,2,1,3,1,13,3,4,0,2,3,2,2,2,0,2,2044
21,18,1,923,4,3,1,4,1,19,3,1,0,1,3,2,1,0,0,0,2693
36,14,1,924,3,3,2,4,0,17,3,1,1,17,2,2,16,8,4,11,6586
47,2,4,925,4,2,1,4,1,18,3,1,0,3,3,2,3,2,1,2,3294
22,3,1,926,2,3,2,3,0,19,3,1,1,4,3,4,3,2,0,2,4171
41,2,4,927,2,1,1,4,4,13,3,3,1,10,1,2,7,7,1,0,2778
28,9,3,930,3,3,1,3,5,18,3,2,1,6,2,3,2,2,2,2,2377
39,6,3,932,4,3,1,1,7,21,4,4,0,8,2,1,2,2,2,2,2404
27,4,3,933,2,3,1,3,1,19,3,3,0,1,2,3,1,1,0,0,2318
34,10,3,934,2,3,1,2,1,14,3,2,2,1,3,3,1,0,1,0,2008
42,14,2,936,3,2,2,3,7,17,3,1,0,10,6,3,5,4,0,3,6244
33,1,4,939,3,2,1,1,3,11,3,2,0,6,1,3,3,2,0,2,2799
58,5,3,940,3,2,3,2,2,13,3,4,1,24,3,3,6,0,0,4,10552
31,7,4,941,2,2,1,3,3,15,3,2,0,13,2,4,7,7,5,2,2329
35,21,1,942,4,3,2,4,1,25,4,4,1,10,2,1,10,6,0,7,4014
49,8,2,944,1,3,3,2,4,11,3,3,1,29,3,2,26,9,1,7,7403
48,20,4,945,4,3,1,3,4,17,3,1,2,13,2,2,0,0,0,0,2259
31,20,2,947,4,3,2,3,1,13,3,4,1,9,2,2,9,8,0,0,6932
36,7,4,949,2,3,1,4,2,18,3,3,0,8,6,3,6,2,0,1,4678
38,1,3,950,4,3,3,1,1,13,3,2,1,15,3,3,15,12,5,11,13582
32,1,3,951,3,2,1,2,6,20,4,3,0,5,3,3,3,0,0,2,2332
25,19,2,952,3,2,1,2,1,18,3,3,3,1,2,3,1,0,0,0,2413
40,10,4,954,1,2,3,2,2,12,3,2,1,11,2,2,1,0,0,0,9705
26,1,3,956,3,2,2,1,1,12,3,2,0,7,2,3,7,7,0,7,4294
41,6,3,957,4,3,1,1,2,13,3,3,0,20,3,3,18,13,2,17,4721
36,2,4,958,3,3,1,3,4,21,4,3,0,16,6,3,11,8,3,9,2519
19,21,3,959,4,2,1,2,1,13,3,2,0,1,3,4,1,0,0,0,2121
20,4,3,960,1,3,1,1,1,19,3,2,0,1,2,3,1,0,0,0,2973
31,12,3,961,4,3,2,4,0,11,3,3,2,10,2,1,9,7,8,5,5855
40,9,4,964,4,3,1,2,8,14,3,4,1,3,2,3,1,1,0,0,3617
32,3,4,966,3,3,2,1,1,12,3,3,1,8,2,4,8,7,6,3,6725
36,3,1,967,3,2,3,4,1,11,3,1,1,16,6,3,16,7,3,7,10325
33,1,3,969,2,2,2,4,0,14,3,1,0,6,3,3,5,0,1,4,6949
37,1,4,970,1,2,3,3,5,11,3,3,0,17,2,1,14,1,11,7,10609
45,4,2,972,3,3,2,2,1,12,3,2,0,9,5,2,9,7,0,8,4447
29,20,3,974,3,3,1,4,1,15,3,2,1,3,5,3,3,1,0,2,2157
35,18,3,975,3,3,2,3,1,16,3,2,0,5,3,3,5,2,1,0,4601
52,1,2,976,4,3,4,4,2,15,3,2,1,26,2,2,9,8,7,8,17099
58,2,3,977,4,3,1,3,4,24,4,1,0,7,4,3,1,0,0,0,2479
53,2,2,981,3,3,4,3,6,13,3,3,1,22,3,4,17,13,15,2,14852
30,8,2,982,3,3,3,3,5,11,3,1,1,10,2,4,8,4,7,7,7264
38,10,3,983,3,3,2,4,1,13,3,2,0,6,1,3,5,3,1,3,5666
35,3,4,984,4,3,3,4,6,13,3,2,1,12,2,3,10,9,0,8,7823
39,2,5,985,1,4,3,3,0,18,3,4,0,9,3,3,8,7,0,7,7880
40,24,3,986,2,4,4,2,4,16,3,4,0,22,2,2,1,0,0,0,13194
47,16,4,987,3,4,2,3,1,19,3,3,0,20,3,4,19,10,2,7,5067
36,8,4,990,1,3,2,4,4,13,3,4,2,12,3,3,7,7,0,7,5079
31,9,2,991,3,2,1,1,0,22,4,1,0,4,0,3,3,2,1,2,2321
33,17,3,992,4,3,4,3,1,11,3,4,0,10,2,3,10,8,6,0,17444
29,10,3,994,4,2,1,1,6,20,4,3,0,3,5,3,0,0,0,0,2404
33,13,1,995,2,3,1,4,3,18,3,1,0,5,4,3,3,2,0,2,3452
45,1,4,996,4,3,1,4,3,14,3,4,2,8,2,3,5,3,0,2,2270
50,1,2,997,4,3,4,4,9,22,4,3,1,32,1,2,5,4,1,3,17399
33,1,4,998,3,4,2,2,1,13,3,1,1,6,2,3,6,5,1,2,5488
41,9,3,999,1,3,5,3,2,17,3,2,1,21,2,4,18,16,0,11,19419
27,16,4,1001,3,3,1,2,9,14,3,2,1,4,2,3,2,2,2,2,2811
45,23,2,1002,4,3,2,1,1,15,3,3,1,9,2,3,9,8,0,8,3633
47,4,2,1003,4,3,2,4,1,17,3,3,0,9,0,3,9,0,0,7,4163
30,22,3,1004,1,3,1,3,4,11,3,2,0,7,2,3,5,2,0,1,2132
50,24,3,1005,4,3,4,3,3,18,3,4,1,22,2,3,12,11,1,5,13973
38,10,1,1006,3,3,1,3,0,17,3,2,1,3,0,2,2,1,0,2,2684
46,7,2,1007,4,3,3,3,6,13,3,2,1,13,3,3,8,7,0,7,10845
24,17,1,1009,4,2,2,3,1,15,3,2,2,5,6,3,4,2,3,2,4377
35,14,4,1010,3,2,1,2,1,24,4,4,1,5,2,1,4,2,0,2,3743
31,1,1,1011,3,3,2,1,1,12,3,3,1,4,1,3,4,3,0,3,4148
18,5,2,1012,2,3,1,4,1,15,3,4,0,0,2,3,0,0,0,0,1051
54,17,3,1013,3,3,3,3,8,11,3,3,1,22,2,3,10,7,0,8,10739
35,25,4,1014,3,3,3,3,1,11,3,3,1,16,3,2,16,10,10,1,10388
30,8,2,1015,2,4,3,1,0,12,3,3,3,9,4,2,8,7,1,7,11416
20,11,3,1016,4,2,1,1,1,15,3,1,0,1,2,3,1,0,0,0,2600
30,5,3,1017,2,3,1,2,0,17,3,1,0,4,3,3,3,2,1,2,2422
26,2,2,1018,4,4,2,4,1,12,3,2,0,8,2,3,8,7,1,3,5472
22,8,1,1019,2,1,1,1,1,15,3,1,1,4,3,2,4,3,1,1,2451
48,6,3,1022,1,2,2,3,2,13,3,4,0,19,0,3,2,2,2,2,4240
48,4,4,1024,3,2,3,3,7,14,3,2,0,27,3,3,15,11,4,8,10999
41,7,2,1025,4,3,2,3,6,14,3,2,0,8,6,3,2,2,2,1,5003
39,1,1,1026,4,2,4,4,1,16,3,3,1,21,3,3,21,6,11,8,12742
27,2,4,1027,1,3,2,4,0,18,3,2,1,4,2,3,3,2,2,2,4227
35,10,3,1028,2,3,1,4,1,20,4,1,1,3,4,2,3,2,1,2,3917
42,5,2,1029,4,3,5,3,6,13,3,2,0,21,3,4,1,0,0,0,18303
50,9,3,1030,1,3,1,4,4,18,3,2,0,8,5,3,1,0,0,0,2380
59,2,3,1032,3,2,4,4,3,13,3,1,0,30,4,3,5,3,4,3,13726
37,11,2,1033,1,1,2,2,5,15,3,1,0,15,2,1,1,0,0,0,4777
55,18,4,1034,3,3,2,2,3,14,3,4,2,17,3,3,8,7,6,7,6385
41,7,1,1035,2,1,5,3,1,22,4,2,2,21,3,3,21,16,5,10,19973
38,3,4,1036,2,3,2,4,8,12,3,3,0,19,1,3,1,0,0,0,6861
26,29,2,1037,2,1,2,1,8,18,3,4,0,7,6,3,2,2,2,2,4969
52,2,1,1038,1,1,5,4,1,15,3,4,1,33,3,3,32,14,6,9,19845
44,28,3,1039,4,4,4,4,3,18,3,3,1,23,2,3,12,11,11,11,13320
50,1,3,1040,4,3,2,3,0,12,3,1,1,19,3,3,18,7,0,13,6347
36,16,4,1042,3,4,1,1,1,16,3,3,0,18,1,3,17,13,15,14,2743
39,22,3,1043,4,3,3,1,1,13,3,3,0,21,2,3,21,6,2,8,10880
33,8,1,1044,2,2,1,4,0,19,3,4,0,3,2,2,2,2,2,2,2342
45,11,2,1045,4,3,4,4,3,13,3,2,1,26,4,4,9,3,1,1,17650
32,29,4,1046,4,3,1,3,9,12,3,2,0,10,2,3,8,7,7,7,4025
34,1,4,1047,2,4,2,4,0,11,3,4,1,16,2,2,15,1,0,9,9725
59,1,2,1048,2,3,3,4,3,14,3,3,1,14,1,1,6,4,0,4,11904
45,24,4,1049,2,3,1,2,1,16,3,1,0,6,3,3,6,3,0,4,2177
53,2,3,1050,3,2,3,2,2,12,3,1,1,30,2,3,15,7,6,12,7525
36,15,3,1052,1,3,2,3,7,14,3,2,1,9,3,2,1,0,0,0,4834
26,2,3,1053,1,3,1,1,6,14,3,2,1,6,2,3,3,2,1,2,2042
34,10,4,1055,3,3,1,3,1,19,3,4,1,1,2,3,1,1,0,0,2220
28,10,1,1056,4,3,1,2,1,22,4,2,0,1,5,3,1,0,0,0,1052
38,3,4,1060,3,3,1,3,3,16,3,1,1,8,2,3,2,2,2,2,2821
50,2,4,1061,2,3,5,3,2,11,3,4,1,29,2,2,8,1,7,7,19237
37,3,3,1062,4,3,2,2,3,15,3,1,0,8,3,2,4,3,0,1,4107
40,26,3,1066,3,3,2,1,1,14,3,2,1,8,3,2,7,7,7,5,8396
26,1,1,1068,1,2,1,3,1,13,3,3,2,5,5,3,5,3,1,3,2007
46,1,4,1069,4,3,5,4,9,17,3,4,2,23,0,3,2,2,2,2,19627
54,2,4,1070,3,2,3,3,6,11,3,2,1,13,4,3,9,4,7,0,10686
56,9,3,1071,1,3,1,3,2,19,3,2,1,18,4,3,5,4,0,3,2942
36,12,5,1073,4,2,3,4,0,11,3,2,0,15,2,2,14,8,7,8,8858
55,2,1,1074,3,2,4,1,7,15,3,2,0,31,3,4,9,7,6,2,16756
43,25,3,1076,3,2,3,4,5,13,3,3,1,18,5,3,1,0,0,0,10798
20,9,3,1077,4,3,1,4,1,14,3,2,0,2,3,3,2,2,0,2,2323
21,10,3,1079,3,2,1,1,1,13,3,1,0,1,6,2,1,0,1,0,1416
46,8,4,1080,4,2,2,1,8,23,4,1,3,19,2,3,16,13,1,7,4615
51,4,4,1081,1,3,1,3,9,12,3,3,3,18,2,4,10,0,2,7,2461
28,24,2,1082,2,2,3,1,1,12,3,1,0,10,2,2,10,7,1,9,8722
26,1,2,1083,1,2,1,1,1,16,3,1,2,6,2,3,5,3,1,3,3955
30,20,3,1084,3,3,2,1,0,15,3,3,1,7,1,2,6,2,0,2,9957
41,7,2,1085,2,4,1,3,1,13,3,3,0,10,3,3,10,6,0,8,3376
38,17,1,1088,3,2,3,3,0,18,3,1,1,20,4,2,19,9,1,9,8823
40,20,4,1092,1,3,3,4,4,20,4,4,1,14,6,3,11,10,11,1,10322
27,8,5,1094,1,1,1,3,1,19,3,4,3,3,4,3,3,2,1,2,4621
55,2,1,1096,4,3,3,2,3,18,3,2,1,23,4,3,3,2,1,2,10976
28,10,3,1097,3,3,2,3,3,13,3,4,0,10,4,4,8,7,1,7,3660
44,1,2,1098,2,2,3,1,9,14,3,4,1,24,1,3,20,6,3,6,10482
33,5,3,1099,4,2,3,4,4,15,3,3,1,9,2,3,3,2,1,2,7119
35,4,3,1100,4,3,3,1,0,22,4,1,0,9,2,3,8,7,4,7,9582
33,29,4,1101,1,2,2,3,1,22,4,2,0,14,4,3,13,7,3,8,4508
28,15,2,1102,1,3,1,3,1,16,3,4,1,4,5,2,4,2,2,2,2207
34,3,1,1103,1,3,2,4,0,17,3,3,0,7,1,2,6,2,0,4,7756
37,10,4,1105,4,2,2,4,2,14,3,3,3,8,5,3,1,0,0,0,6694
25,4,1,1106,4,3,1,4,1,15,3,2,1,7,3,4,7,7,5,6,3691
26,21,3,1107,1,3,1,3,1,20,4,3,1,1,0,2,1,1,0,0,2377
33,25,3,1108,1,2,1,2,4,20,4,2,0,5,0,3,2,2,2,2,2313
42,2,2,1109,4,3,4,1,0,17,3,4,1,23,3,3,22,6,13,7,17665
28,1,3,1111,1,2,1,2,1,15,3,1,2,1,2,3,1,0,0,0,2596
50,1,4,1113,4,3,2,3,3,14,3,4,0,5,4,3,0,0,0,0,4728
33,7,3,1114,4,3,2,2,0,17,3,3,1,4,3,3,3,2,0,2,4302
34,3,4,1115,3,2,1,4,3,17,3,4,3,6,2,3,0,0,0,0,2979
48,1,4,1116,1,4,4,4,2,22,4,3,0,27,3,2,5,4,2,1,16885
45,9,4,1117,2,2,2,3,1,13,3,4,1,15,2,3,15,10,4,12,5593
52,7,4,1118,2,3,3,2,7,19,3,4,0,18,4,3,8,6,4,0,10445
38,10,4,1119,3,2,3,3,0,14,3,2,2,9,2,3,8,7,2,7,8740
29,28,4,1120,3,3,1,4,4,22,4,1,1,11,1,3,7,5,1,7,2514
28,3,3,1121,4,3,3,2,0,17,3,2,3,10,3,2,9,7,1,7,7655
46,3,1,1124,1,3,4,3,3,12,3,4,1,23,3,3,12,9,4,9,17465
38,2,2,1125,4,3,3,2,7,16,3,3,0,10,2,3,1,0,0,0,7351
43,27,3,1126,3,3,3,1,8,11,3,3,1,18,1,3,8,7,0,1,10820
39,2,3,1127,1,3,4,4,7,11,3,4,3,21,4,3,18,7,11,5,12169
40,14,3,1128,3,2,5,3,1,14,3,1,0,21,2,4,20,7,4,9,19626
21,1,1,1131,4,2,1,2,1,11,3,3,0,2,6,4,2,2,2,2,2070
39,9,3,1132,3,3,2,2,9,15,3,3,0,9,2,2,5,4,0,3,6782
36,18,4,1133,1,3,2,4,2,20,4,1,0,18,0,3,11,9,0,9,7779
31,20,3,1135,3,4,1,4,0,12,3,1,1,3,4,3,2,2,2,2,2791
28,2,1,1136,1,2,1,2,0,17,3,1,0,6,2,1,5,3,0,4,3201
35,11,2,1137,4,3,2,4,1,11,3,4,1,5,3,3,5,2,0,2,4968
49,8,4,1138,4,2,4,2,6,17,3,2,1,22,3,3,9,8,2,3,13120
34,2,2,1140,4,3,2,3,2,11,3,4,0,5,3,2,3,2,0,2,4033
29,10,3,1143,4,3,1,2,0,14,3,4,2,8,2,2,7,5,1,1,3291
42,29,3,1148,2,1,2,4,4,19,3,1,0,16,3,3,1,0,0,0,4272
29,8,1,1150,2,2,2,4,1,15,3,3,1,10,2,2,10,7,1,2,5056
38,1,3,1152,3,4,1,3,1,13,3,4,1,7,2,4,7,6,5,0,2844
28,6,3,1154,3,2,1,3,1,14,3,4,1,3,2,3,3,1,0,2,2703
18,8,1,1156,3,3,1,3,1,12,3,4,0,0,0,3,0,0,0,0,1904
33,9,4,1157,1,3,2,1,0,17,3,1,0,6,3,3,5,2,0,3,8224
41,12,4,1158,2,3,1,4,3,11,3,1,1,6,4,3,1,0,0,0,4766
31,15,3,1160,3,3,1,3,1,12,3,3,1,2,5,2,2,2,2,2,2610
37,25,2,1161,3,2,2,4,7,13,3,3,2,9,2,3,6,2,1,3,5731
27,6,3,1162,4,2,1,3,1,13,3,3,1,4,0,3,4,2,2,2,2539
34,9,1,1163,2,3,2,3,1,20,4,1,0,6,3,2,6,5,1,3,5714
35,8,4,1164,3,3,1,3,1,17,3,2,0,6,2,1,5,4,1,4,4323
29,23,1,1165,4,2,3,1,1,13,3,1,1,11,3,1,11,8,3,10,7336
40,9,4,1166,2,3,3,3,9,17,3,3,0,20,3,2,18,7,2,13,13499
42,12,3,1167,3,3,4,1,0,12,3,2,0,22,2,2,21,9,13,14,13758
42,4,4,1171,2,3,2,1,7,13,3,4,0,9,3,4,6,4,1,5,5155
35,1,4,1172,4,2,1,3,6,12,3,2,1,10,2,3,8,0,1,7,2258
24,24,3,1173,4,3,1,2,8,22,4,4,0,6,2,3,4,3,1,2,3597
28,12,1,1175,3,3,1,4,1,11,3,4,0,1,4,2,1,1,0,0,2515
26,3,4,1177,1,4,1,4,1,22,4,2,1,8,2,3,8,7,0,7,4420
30,10,3,1179,3,2,2,3,1,18,3,1,1,10,3,3,10,3,1,4,6578
40,26,2,1180,3,2,2,4,3,13,3,4,1,16,3,1,1,1,0,0,4422
35,2,3,1182,3,2,3,2,2,18,3,2,1,15,2,4,7,7,6,4,10274
34,1,3,1184,4,2,2,1,0,20,4,3,0,14,3,3,13,9,4,9,5343
35,4,4,1185,4,2,1,4,1,13,3,2,1,2,2,4,2,2,2,2,2376
43,9,3,1188,1,1,2,3,8,13,3,2,0,7,2,2,4,3,1,3,5346
32,2,1,1190,3,3,1,1,1,12,3,3,3,1,3,3,1,0,0,0,2827
56,4,4,1191,4,3,5,1,4,13,3,4,1,28,2,3,5,2,4,2,19943
29,6,1,1192,2,3,1,4,1,13,3,1,1,10,5,3,10,8,0,8,3131
19,9,2,1193,3,3,1,1,1,25,4,3,0,1,4,3,1,1,0,0,2552
45,7,3,1195,1,3,1,3,4,19,3,3,1,7,2,2,3,2,0,2,4477
37,1,3,1196,4,2,2,4,1,13,3,2,1,14,2,2,14,8,3,11,6474
20,3,3,1198,1,2,1,3,1,12,3,1,0,2,2,2,2,2,1,2,3033
44,10,4,1200,3,3,1,3,1,11,3,3,0,6,4,3,6,4,0,2,2936
53,7,2,1201,4,3,5,3,3,18,3,2,1,26,6,3,7,7,4,7,18606
29,15,1,1202,2,1,1,4,0,18,3,1,1,6,2,2,5,4,1,3,2168
22,3,4,1203,3,2,1,4,0,11,3,2,1,1,5,3,0,0,0,0,2853
46,2,3,1204,3,3,4,1,8,23,4,1,0,28,2,3,26,15,15,9,17048
44,17,3,1206,4,1,1,3,2,13,3,4,0,6,3,3,0,0,0,0,2290
33,2,3,1207,2,3,1,3,1,13,3,4,1,5,2,3,5,4,1,4,3600
41,5,2,1210,1,2,1,1,6,17,3,1,1,5,2,1,1,0,0,0,2107
30,29,4,1211,3,3,2,1,8,19,3,3,3,8,3,3,4,3,0,3,4115
40,2,4,1212,2,3,2,2,5,12,3,4,3,5,2,3,0,0,0,0,4327
50,2,3,1215,4,3,4,1,2,22,4,3,1,32,3,3,2,2,2,2,17856
28,19,4,1216,4,2,1,1,1,12,3,3,3,6,2,3,6,5,3,3,3196
46,15,2,1217,4,3,5,2,5,11,3,1,1,25,2,3,4,2,0,3,19081
35,17,4,1218,3,3,2,1,3,15,3,4,3,15,2,3,7,7,1,7,8966
24,17,2,1219,4,3,1,2,1,13,3,1,1,1,3,1,1,0,0,0,2210
33,25,3,1220,2,3,2,3,1,12,3,1,1,10,3,2,10,7,0,1,4539
36,6,4,1221,3,1,1,3,1,14,3,3,1,7,4,3,7,7,1,7,2741
30,7,4,1224,3,3,2,3,1,13,3,1,3,10,4,2,10,7,8,9,3491
44,29,4,1225,4,3,2,4,1,25,4,2,0,20,3,3,20,11,13,17,4541
20,21,3,1226,3,4,1,4,1,17,3,4,0,2,2,3,2,1,2,2,2678
46,2,4,1228,4,3,2,4,2,11,3,3,1,12,3,2,6,3,1,4,7379
42,2,5,1231,4,4,2,1,7,16,3,1,1,10,3,4,4,3,0,3,6272
60,7,4,1233,2,4,2,4,0,18,3,2,1,12,3,3,11,7,1,9,5220
32,13,3,1234,3,2,1,2,1,20,4,3,1,2,2,3,2,2,2,2,2743
32,2,2,1235,4,3,2,3,4,14,3,4,0,10,2,3,8,7,0,7,4998
36,1,3,1237,3,1,3,1,2,21,4,3,1,17,2,3,7,7,7,7,10252
33,9,3,1238,1,3,1,4,0,13,3,2,1,15,5,3,14,10,4,10,2781
40,10,3,1239,2,2,2,2,7,12,3,2,1,7,2,4,5,1,1,3,6852
25,10,4,1240,3,3,2,4,0,14,3,2,0,5,4,3,4,3,1,1,4950
30,1,3,1241,4,3,1,2,0,21,4,1,1,12,2,3,11,9,5,7,3579
42,26,5,1242,1,3,3,1,3,17,3,3,0,20,6,3,1,0,0,0,13191
35,8,2,1243,3,2,3,4,4,11,3,2,1,16,6,2,13,2,4,12,10377
27,14,3,1244,1,3,1,1,1,14,3,4,2,9,3,2,9,7,6,8,2235
54,1,4,1245,4,3,3,3,7,17,3,1,1,33,2,1,5,4,1,4,10502
44,2,1,1246,1,4,1,4,1,13,3,4,1,10,5,3,10,5,7,7,2011
19,10,3,1248,1,2,1,2,1,25,4,2,0,1,2,4,1,1,0,0,1859
29,1,3,1249,1,3,1,4,1,15,3,1,3,3,5,3,3,2,1,2,3760
54,3,3,1250,4,3,4,4,3,14,3,1,0,36,2,3,10,9,0,9,17779
31,11,2,1251,3,3,2,1,1,12,3,4,0,6,2,2,6,5,0,1,6833
31,24,3,1252,3,2,2,1,1,19,3,2,0,10,2,3,10,9,1,8,6812
59,3,3,1254,3,2,2,4,5,17,3,4,0,13,2,3,6,1,0,5,5171
43,3,3,1255,3,1,5,4,3,14,3,2,1,25,2,3,8,7,0,7,19740
49,4,2,1256,1,2,5,3,2,13,3,3,1,23,2,4,1,0,0,0,18711
36,3,3,1257,3,3,1,2,1,12,3,3,0,12,2,2,11,10,0,7,3692
48,2,2,1258,4,4,1,2,5,11,3,3,0,7,4,2,1,0,0,0,2559
27,4,2,1259,1,3,1,3,1,11,3,2,3,5,2,3,5,3,0,3,2517
29,7,3,1260,3,3,2,4,1,11,3,2,2,6,2,3,6,0,1,0,6623
48,1,3,1263,4,2,5,4,6,12,3,3,0,25,3,4,1,0,0,0,18265
29,1,3,1264,4,2,4,4,3,14,3,2,2,9,2,2,7,7,1,7,16124
34,20,3,1265,3,4,1,3,0,17,3,4,0,2,5,2,1,0,0,0,2585
44,5,3,1267,2,3,5,2,7,11,3,3,1,26,5,3,22,9,3,10,18213
33,10,5,1268,4,4,3,3,0,14,3,4,2,10,3,3,9,8,0,8,8380
19,25,3,1269,2,4,1,4,1,12,3,4,0,1,2,3,1,0,0,1,2994
23,1,2,1270,4,3,1,3,1,22,4,4,1,1,2,3,1,0,0,1,1223
25,24,1,1273,3,1,1,4,1,14,3,4,0,1,4,3,1,0,1,0,1118
26,4,2,1275,3,3,1,4,1,20,4,2,0,8,2,2,8,5,2,2,2875
45,2,3,1277,1,1,5,2,2,16,3,1,0,26,2,3,24,10,1,11,18824
55,8,1,1278,4,2,4,2,1,15,3,4,1,34,3,3,33,9,15,0,13577
21,10,2,1279,1,2,1,3,1,20,4,3,0,2,2,1,2,2,2,2,2625
46,4,2,1280,4,2,5,2,2,14,3,3,1,26,2,3,11,4,0,8,18789
34,2,3,1281,3,3,2,1,0,12,3,4,0,4,3,3,3,2,0,2,4538
51,9,3,1282,4,3,5,2,4,24,4,1,1,31,5,2,29,10,11,10,19847
59,18,4,1283,4,3,3,4,6,12,3,4,0,25,6,2,9,7,5,4,10512
34,19,3,1285,3,3,2,2,4,13,3,3,2,15,2,4,11,8,5,10,4444
28,1,4,1286,4,3,1,3,0,11,3,3,0,5,2,2,4,2,0,2,2154
44,4,2,1288,3,4,5,1,1,14,3,4,2,26,4,2,25,9,14,13,19190
34,11,3,1289,3,2,2,2,4,11,3,4,2,14,5,4,10,9,1,8,4490
35,6,1,1291,3,3,1,3,0,14,3,4,0,4,3,3,3,2,2,2,3506
42,7,4,1292,2,4,2,2,6,16,3,4,0,18,2,3,1,0,0,0,2372
43,4,4,1293,4,2,3,4,3,14,3,4,0,23,3,4,21,7,15,17,10231
36,2,4,1294,3,3,2,2,9,11,3,4,0,18,2,3,16,14,5,12,5410
44,15,3,1295,1,3,3,4,1,11,3,4,1,10,2,3,10,7,0,5,7978
28,2,3,1296,4,2,1,4,1,12,3,2,1,2,2,3,2,2,2,2,3867
51,6,2,1297,2,2,1,3,0,14,3,2,0,8,6,2,7,0,7,7,2838
30,9,2,1298,3,3,2,3,7,18,3,3,0,10,3,3,8,4,1,7,4695
29,7,3,1299,2,3,1,3,3,13,3,1,2,10,2,3,7,7,7,7,3339
28,1,3,1301,4,3,1,1,2,11,3,2,0,5,2,2,3,2,1,2,2080
25,1,3,1303,4,3,1,2,1,18,3,4,0,2,3,2,2,2,2,1,2096
32,8,3,1304,3,4,2,4,1,15,3,3,2,10,4,4,10,7,0,8,6209
45,25,3,1306,2,3,5,2,3,22,4,3,0,22,4,3,0,0,0,0,18061
39,13,4,1307,3,2,4,2,6,13,3,4,2,21,4,3,19,9,15,2,17123
58,23,4,1308,1,3,1,3,1,12,3,4,2,2,3,3,2,2,2,2,2372
32,7,2,1309,4,3,2,3,1,18,3,1,1,10,3,3,10,4,1,1,4883
39,23,3,1310,3,3,1,1,0,13,3,1,0,6,2,3,5,2,0,3,3904
30,6,3,1311,1,2,2,4,0,12,3,1,1,10,6,3,9,2,6,7,4627
36,10,4,1312,4,3,3,3,3,12,3,1,0,10,0,3,7,7,1,7,7094
46,1,2,1314,4,3,1,1,6,12,3,3,0,10,3,4,7,6,5,7,3423
28,1,3,1315,3,1,2,4,0,11,3,1,3,10,6,3,9,8,7,5,6674
50,28,3,1317,4,3,4,1,4,11,3,2,0,25,2,3,3,2,1,2,16880
40,25,4,1318,4,2,3,2,2,12,3,3,0,9,2,3,5,4,1,0,9094
52,5,3,1319,2,3,3,2,9,19,3,3,0,10,2,2,8,7,7,7,8446
30,17,4,1321,2,3,3,1,1,23,4,4,2,9,2,3,9,1,0,8,11916
39,18,2,1322,1,3,2,3,0,11,3,1,0,9,6,3,8,7,1,7,4534
31,2,4,1324,4,3,3,3,1,19,3,1,1,10,5,2,10,8,9,6,9852
41,10,2,1329,3,1,2,2,1,13,3,1,0,19,4,3,19,2,11,9,6151
31,1,3,1331,4,3,1,2,1,11,3,1,0,3,2,4,3,2,2,2,2302
